"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"MWI","Africa","Malawi","2021-01-08",,,,,,"19129955.0","64.26","0.477"
"NGA","Africa","Nigeria","2021-01-08",,,,,,"206139587.0","54.69","0.532"
"RWA","Africa","Rwanda","2021-01-08",,,,,,"12952209.0","69.02","0.524"
"ZMB","Africa","Zambia","2021-01-08",,,,,,"18383956.0","63.89","0.588"
"BHR","Asia","Bahrain","2021-01-08",,,,,,"1701583.0","77.29","0.846"
"BGD","Asia","Bangladesh","2021-01-08",,,,,,"164689383.0","72.59","0.608"
"IDN","Asia","Indonesia","2021-01-08",,,,,,"273523621.0","71.72","0.694"
"PAK","Asia","Pakistan","2021-01-08",,,,,,"220892331.0","67.27","0.562"
"QAT","Asia","Qatar","2021-01-08",,,,,,"2881060.0","80.23","0.856"
"KOR","Asia","South Korea","2021-01-08",,,,,,"51269183.0","83.03","0.903"
"TUR","Asia","Turkey","2021-01-08",,,,,,"84339067.0","77.69","0.791"
"ARE","Asia","United Arab Emirates","2021-01-08",,,,,,"9890400.0","77.97","0.863"
"BGR","Europe","Bulgaria","2021-01-08",,,,,,"6948445.0","75.05","0.813"
"HRV","Europe","Croatia","2021-01-08",,,,,,"4105268.0","78.49","0.831"
"DNK","Europe","Denmark","2021-01-08",,,,,,"5792203.0","80.9","0.929"
"EST","Europe","Estonia","2021-01-08",,,,,,"1326539.0","78.74","0.871"
"FIN","Europe","Finland","2021-01-08",,,,,,"5540718.0","81.91","0.92"
"FRA","Europe","France","2021-01-08",,,,,,"65273512.0","82.66","0.901"
"GRC","Europe","Greece","2021-01-08",,,,,,"10423056.0","82.24","0.87"
"HUN","Europe","Hungary","2021-01-08",,,,,,"9660350.0","76.88","0.838"
"IRL","Europe","Ireland","2021-01-08",,,,,,"4937796.0","82.3","0.938"
"ITA","Europe","Italy","2021-01-08",,,,,,"60461828.0","83.51","0.88"
"LVA","Europe","Latvia","2021-01-08",,,,,,"1886202.0","75.29","0.847"
"NLD","Europe","Netherlands","2021-01-08",,,,,,"17134873.0","82.28","0.931"
"POL","Europe","Poland","2021-01-08",,,,,,"37846605.0","78.73","0.865"
"PRT","Europe","Portugal","2021-01-08",,,,,,"10196707.0","82.05","0.847"
"ROU","Europe","Romania","2021-01-08",,,,,,"19237682.0","76.05","0.811"
"ESP","Europe","Spain","2021-01-08",,,,,,"46754783.0","83.56","0.891"
"UKR","Europe","Ukraine","2021-01-08",,,,,,"43733759.0","72.06","0.751"
"CRI","North America","Costa Rica","2021-01-08",,,,,,"5094114.0","80.28","0.794"
"USA","North America","United States","2021-01-08",,,,,,"331002647.0","78.86","0.924"
"ARG","South America","Argentina","2021-01-08",,,,,,"45195777.0","76.67","0.825"
"CHL","South America","Chile","2021-01-08",,,,,,"19116209.0","80.18","0.843"
"OWID_WRL","World","World","2021-01-08",,,,,,"7794798729.0","72.58",
