"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-02-13","110513.0","210.0","2935.0","2520.191","66.931",,"6.73","0.7"
"AGO","Africa","Angola","2021-02-13","20329.0","35.0","491.0","618.537","14.939",,"3.94",
"BEN","Africa","Benin","2021-02-13","4560.0","0.0","56.0","376.138","4.619",,"0.99","0.6"
"BWA","Africa","Botswana","2021-02-13","24926.0","0.0","202.0","10599.479","85.898",,"4.81","5.7"
"BFA","Africa","Burkina Faso","2021-02-13","11588.0","50.0","138.0","554.363","6.602",,"2.42","1.6"
"BDI","Africa","Burundi","2021-02-13","1824.0","27.0","3.0","153.396","0.252",,"6.05",
"CMR","Africa","Cameroon","2021-02-13","32098.0","0.0","479.0","1209.153","18.044",,"7.2",
"CPV","Africa","Cape Verde","2021-02-13","14700.0","53.0","139.0","26439.42","250.005",,"2.42","2.1"
"CAF","Africa","Central African Republic","2021-02-13","4996.0","0.0","63.0","1034.419","13.044",,"6.1",
"TCD","Africa","Chad","2021-02-13","3622.0","25.0","128.0","220.506","7.793",,"6.1",
"COM","Africa","Comoros","2021-02-13","3332.0","42.0","128.0","3831.669","147.195",,"11.88","4.4"
"COG","Africa","Congo","2021-02-13","8419.0","0.0","123.0","1525.709","22.29",,"7.2","1.7"
"CIV","Africa","Cote d'Ivoire","2021-02-13","30884.0","167.0","173.0","1170.812","6.558",,"2.42",
"COD","Africa","Democratic Republic of Congo","2021-02-13","24240.0","88.0","693.0","270.652","7.738",,"6.1",
"DJI","Africa","Djibouti","2021-02-13","5968.0","1.0","63.0","6040.474","63.765",,"6.05","1.7"
"EGY","Africa","Egypt","2021-02-13","173202.0","600.0","9935.0","1692.51","97.084",,"17.31","0.2"
"GNQ","Africa","Equatorial Guinea","2021-02-13","5694.0","31.0","87.0","4058.49","62.011",,"7.78",
"ERI","Africa","Eritrea","2021-02-13","2429.0","0.0","7.0","684.915","1.974",,"6.05","0.2"
"SWZ","Africa","Eswatini","2021-02-13","16488.0","33.0","630.0","14211.784","543.027",,"3.94","1.7"
"ETH","Africa","Ethiopia","2021-02-13","145704.0","156.0","2181.0","1267.393","18.971",,"7.47","0.4"
"GAB","Africa","Gabon","2021-02-13","12577.0","0.0","73.0","5650.735","32.798",,"7.2",
"GMB","Africa","Gambia","2021-02-13","4302.0","0.0","135.0","1780.14","55.862",,"1.91","0.7"
"GHA","Africa","Ghana","2021-02-13","75836.0","1489.0","533.0","2440.58","17.153",,"4.97","0.3"
"GIN","Africa","Guinea","2021-02-13","14895.0","35.0","84.0","1134.184","6.396",,"2.42",
"GNB","Africa","Guinea-Bissau","2021-02-13","2885.0","16.0","46.0","1465.957","23.374",,"2.42",
"KEN","Africa","Kenya","2021-02-13","102792.0","179.0","1795.0","1911.652","33.382",,"2.92","1.2"
"LSO","Africa","Lesotho","2021-02-13","9852.0","0.0","225.0","4598.899","105.03",,"3.94","0.4"
"LBR","Africa","Liberia","2021-02-13","1956.0","0.0","84.0","386.739","16.608",,"2.42","1.5"
"LBY","Africa","Libya","2021-02-13","126881.0","0.0","2014.0","18465.391","293.104",,"10.43",
"MDG","Africa","Madagascar","2021-02-13","19360.0","0.0","285.0","699.144","10.292",,"3.94",
"MWI","Africa","Malawi","2021-02-13","28876.0","246.0","937.0","1509.465","48.981",,"3.94","4.4"
"MLI","Africa","Mali","2021-02-13","8226.0","4.0","342.0","406.205","16.888",,"2.42","1.6"
"MRT","Africa","Mauritania","2021-02-13","16965.0","11.0","428.0","3648.654","92.05",,"2.42",
"MUS","Africa","Mauritius","2021-02-13","595.0","0.0","10.0","467.853","7.863",,"22.02","3.2"
"MAR","Africa","Morocco","2021-02-13","478135.0","479.0","8460.0","12953.882","229.203","3.76","7.14","0.8"
"MOZ","Africa","Mozambique","2021-02-13","49135.0","547.0","525.0","1572.047","16.797",,"3.3","5.1"
"NAM","Africa","Namibia","2021-02-13","35797.0","243.0","386.0","14088.226","151.914",,"3.94","9.7"
"NER","Africa","Niger","2021-02-13","4690.0","12.0","169.0","193.749","6.982",,"2.42","0.1"
"NGA","Africa","Nigeria","2021-02-13","145664.0","1143.0","1747.0","706.628","8.475",,"2.42","0.6"
"RWA","Africa","Rwanda","2021-02-13","17267.0","67.0","236.0","1333.132","18.221",,"4.28","4.7"
"STP","Africa","Sao Tome and Principe","2021-02-13","1482.0","4.0","19.0","6762.152","86.694",,"2.42",
"SEN","Africa","Senegal","2021-02-13","30641.0","265.0","741.0","1829.977","44.255",,"2.42","0.4"
"SYC","Africa","Seychelles","2021-02-13","1892.0","90.0","8.0","19239.374","81.35",,"10.55","7.1"
"SLE","Africa","Sierra Leone","2021-02-13","3821.0","4.0","79.0","479.003","9.903",,"2.42","8.8"
"SOM","Africa","Somalia","2021-02-13","5092.0","17.0","148.0","320.388","9.312",,"6.05",
"ZAF","Africa","South Africa","2021-02-13","1490063.0","2382.0","47821.0","25123.856","806.307",,"5.52","8.1"
"SSD","Africa","South Sudan","2021-02-13","5310.0","176.0","74.0","474.373","6.611",,"10.43",
"SDN","Africa","Sudan","2021-02-13","29933.0","0.0","1849.0","682.634","42.167",,"15.67",
"TZA","Africa","Tanzania","2021-02-13","509.0","0.0","21.0","8.521","0.352",,"5.75","3.3"
"TGO","Africa","Togo","2021-02-13","5823.0","66.0","80.0","703.368","9.663",,"6.15","0.9"
"TUN","Africa","Tunisia","2021-02-13","222504.0","1049.0","7508.0","18826.567","635.269",,"8.52","1.1"
"UGA","Africa","Uganda","2021-02-13","40019.0","40.0","328.0","874.904","7.171",,"2.5","3.4"
"ZMB","Africa","Zambia","2021-02-13","68454.0","773.0","940.0","3723.573","51.132",,"3.94","3.1"
"ZWE","Africa","Zimbabwe","2021-02-13","35104.0","59.0","1398.0","2361.85","94.06",,"1.82","1.6"
"AFG","Asia","Afghanistan","2021-02-13","55473.0","28.0","2427.0","1425.003","62.345",,"9.59",
"ARM","Asia","Armenia","2021-02-13","169022.0","192.0","3140.0","57039.707","1059.653",,"7.11","1.5"
"AZE","Asia","Azerbaijan","2021-02-13","231995.0","155.0","3178.0","22881.053","313.438",,"7.11","0.3"
"BHR","Asia","Bahrain","2021-02-13","112102.0","790.0","398.0","65881.006","233.9","14.24","16.52","5.8"
"BGD","Asia","Bangladesh","2021-02-13","540266.0","291.0","8266.0","3280.515","50.191","0.45","8.38","1.0"
"BTN","Asia","Bhutan","2021-02-13","863.0","0.0","1.0","1118.438","1.296",,"9.75",
"BRN","Asia","Brunei","2021-02-13","184.0","0.0","3.0","420.588","6.857",,"12.79","2.0"
