"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-01-31","107339.0","217.0","2891.0","2447.81","65.928",,"6.73","0.7"
"AGO","Africa","Angola","2021-01-31","19796.0","14.0","466.0","602.32","14.179",,"3.94",
"BEN","Africa","Benin","2021-01-31","3893.0","107.0","52.0","321.12","4.289",,"0.99","0.6"
"BWA","Africa","Botswana","2021-01-31","21293.0","0.0","134.0","9054.59","56.982",,"4.81","5.7"
"BFA","Africa","Burkina Faso","2021-01-31","10682.0","102.0","120.0","511.02","5.741",,"2.42","1.6"
"BDI","Africa","Burundi","2021-01-31","1632.0","19.0","2.0","137.249","0.168",,"6.05",
"CMR","Africa","Cameroon","2021-01-31","29617.0","0.0","462.0","1115.692","17.404",,"7.2",
"CPV","Africa","Cape Verde","2021-01-31","14070.0","89.0","134.0","25306.302","241.012",,"2.42","2.1"
"CAF","Africa","Central African Republic","2021-01-31","4981.0","0.0","63.0","1031.313","13.044",,"6.1",
"TCD","Africa","Chad","2021-01-31","3376.0","29.0","118.0","205.53","7.184",,"6.1",
"COM","Africa","Comoros","2021-01-31","2726.0","8.0","93.0","3134.793","106.946",,"11.88","4.4"
"COG","Africa","Congo","2021-01-31","7887.0","0.0","117.0","1429.298","21.203",,"7.2","1.7"
"CIV","Africa","Cote d'Ivoire","2021-01-31","28399.0","221.0","154.0","1076.606","5.838",,"2.42",
"COD","Africa","Democratic Republic of Congo","2021-01-31","22771.0","167.0","671.0","254.25","7.492",,"6.1",
"DJI","Africa","Djibouti","2021-01-31","5932.0","1.0","63.0","6004.036","63.765",,"6.05","1.7"
"EGY","Africa","Egypt","2021-01-31","165951.0","533.0","9316.0","1621.654","91.035",,"17.31","0.2"
"GNQ","Africa","Equatorial Guinea","2021-01-31","5516.0","0.0","86.0","3931.617","61.298",,"7.78",
"ERI","Africa","Eritrea","2021-01-31","2135.0","0.0","7.0","602.014","1.974",,"6.05","0.2"
"SWZ","Africa","Eswatini","2021-01-31","15711.0","45.0","565.0","13542.051","487.0",,"3.94","1.7"
"ETH","Africa","Ethiopia","2021-01-31","137650.0","629.0","2093.0","1197.336","18.206",,"7.47","0.4"
"GAB","Africa","Gabon","2021-01-31","10748.0","0.0","68.0","4828.982","30.552",,"7.2",
"GMB","Africa","Gambia","2021-01-31","4090.0","0.0","128.0","1692.416","52.966",,"1.91","0.7"
"GHA","Africa","Ghana","2021-01-31","67010.0","1583.0","416.0","2156.538","13.388",,"4.97","0.3"
"GIN","Africa","Guinea","2021-01-31","14546.0","71.0","82.0","1107.609","6.244",,"2.42",
"GNB","Africa","Guinea-Bissau","2021-01-31","2634.0","102.0","45.0","1338.416","22.866",,"2.42",
"KEN","Africa","Kenya","2021-01-31","100773.0","98.0","1763.0","1874.104","32.787",,"2.92","1.2"
"LSO","Africa","Lesotho","2021-01-31","8664.0","15.0","172.0","4044.342","80.289",,"3.94","0.4"
"LBR","Africa","Liberia","2021-01-31","1939.0","0.0","84.0","383.378","16.608",,"2.42","1.5"
"LBY","Africa","Libya","2021-01-31","118631.0","981.0","1877.0","17264.742","273.166",,"10.43",
"MDG","Africa","Madagascar","2021-01-31","19065.0","322.0","281.0","688.49","10.148",,"3.94",
"MWI","Africa","Malawi","2021-01-31","23963.0","466.0","702.0","1252.643","36.696",,"3.94","4.4"
"MLI","Africa","Mali","2021-01-31","8091.0","22.0","330.0","399.539","16.296",,"2.42","1.6"
"MRT","Africa","Mauritania","2021-01-31","16635.0","27.0","422.0","3577.681","90.759",,"2.42",
"MUS","Africa","Mauritius","2021-01-31","569.0","0.0","10.0","447.409","7.863",,"22.02","3.2"
