"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2020-12-28","98631.0","382.0","2737.0","2249.228","62.416","43851043.0","76.88","0.754"
"AGO","Africa","Angola","2020-12-28","17296.0","56.0","403.0","526.254","12.262","32866268.0","61.15","0.581"
"BEN","Africa","Benin","2020-12-28","3205.0","0.0","44.0","264.369","3.629","12123198.0","61.77","0.515"
"BWA","Africa","Botswana","2020-12-28","14025.0","0.0","40.0","5963.961","17.01","2351625.0","69.59","0.717"
"BFA","Africa","Burkina Faso","2020-12-28","6344.0","0.0","78.0","303.493","3.731","20903278.0","61.58","0.423"
"BDI","Africa","Burundi","2020-12-28","804.0","0.0","2.0","67.615","0.168","11890781.0","61.58","0.417"
"CMR","Africa","Cameroon","2020-12-28","26277.0","0.0","448.0","989.872","16.876","26545864.0","59.29","0.556"
"CPV","Africa","Cape Verde","2020-12-28","11723.0","9.0","112.0","21084.987","201.443","555988.0","72.98","0.654"
"CAF","Africa","Central African Republic","2020-12-28","4948.0","0.0","63.0","1024.481","13.044","4829764.0","53.28","0.367"
"TCD","Africa","Chad","2020-12-28","2015.0","10.0","104.0","122.672","6.331","16425859.0","54.24","0.404"
"COM","Africa","Comoros","2020-12-28","715.0","0.0","7.0","822.222","8.05","869595.0","64.32","0.503"
"COG","Africa","Congo","2020-12-28","6908.0","0.0","107.0","1251.882","19.391","5518092.0","64.57","0.606"
"CIV","Africa","Cote d'Ivoire","2020-12-28","22176.0","24.0","137.0","840.692","5.194","26378275.0","57.78","0.492"
"COD","Africa","Democratic Republic of Congo","2020-12-28","16917.0","78.0","579.0","188.887","6.465","89561404.0","60.68","0.457"
"DJI","Africa","Djibouti","2020-12-28","5813.0","0.0","61.0","5883.591","61.741","988002.0","67.11","0.476"
"EGY","Africa","Egypt","2020-12-28","133900.0","1359.0","7466.0","1308.455","72.957","102334403.0","71.99","0.696"
"GNQ","Africa","Equatorial Guinea","2020-12-28","5248.0","0.0","86.0","3740.596","61.298","1402985.0","58.74","0.591"
