"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-05-08","123900.0","208.0","3321.0","2825.474","75.734","43851043.0","76.88","0.748"
"AGO","Africa","Angola","2021-05-08","28477.0","276.0","630.0","866.451","19.169","32866268.0","61.15","0.581"
"BEN","Africa","Benin","2021-05-08","7884.0","0.0","100.0","650.323","8.249","12123198.0","61.77","0.545"
"BWA","Africa","Botswana","2021-05-08","48417.0","0.0","734.0","20588.742","312.125","2351625.0","69.59","0.735"
"BFA","Africa","Burkina Faso","2021-05-08","13377.0","24.0","162.0","639.947","7.75","20903278.0","61.58","0.452"
"BDI","Africa","Burundi","2021-05-08","4149.0","17.0","6.0","348.926","0.505","11890781.0","61.58","0.433"
"CMR","Africa","Cameroon","2021-05-08","74946.0","0.0","1152.0","2823.265","43.397","26545864.0","59.29","0.563"
"CPV","Africa","Cape Verde","2021-05-08","26111.0","274.0","232.0","46963.244","417.275","555988.0","72.98","0.665"
"CAF","Africa","Central African Republic","2021-05-08","6674.0","0.0","93.0","1381.848","19.256","4829764.0","53.28","0.397"
"TCD","Africa","Chad","2021-05-08","4874.0","12.0","171.0","296.727","10.41","16425859.0","54.24","0.398"
"COM","Africa","Comoros","2021-05-08","3854.0","0.0","146.0","4431.948","167.894","869595.0","64.32","0.554"
"COG","Africa","Congo","2021-05-08","11147.0","0.0","148.0","2020.082","26.821","5518092.0","64.57","0.574"
"CIV","Africa","Cote d'Ivoire","2021-05-08","46385.0","41.0","291.0","1758.455","11.032","26378275.0","57.78","0.538"
"COD","Africa","Democratic Republic of Congo","2021-05-08","30285.0","45.0","772.0","338.148","8.62","89561404.0","60.68","0.48"
"DJI","Africa","Djibouti","2021-05-08","11335.0","16.0","149.0","11472.649","150.809","988002.0","67.11","0.524"
"EGY","Africa","Egypt","2021-05-08","236272.0","1132.0","13845.0","2308.823","135.292","102334403.0","71.99","0.707"
"GNQ","Africa","Equatorial Guinea","2021-05-08","7694.0","0.0","112.0","5484.022","79.83","1402985.0","58.74","0.592"
"ERI","Africa","Eritrea","2021-05-08","3742.0","0.0","12.0","1055.146","3.384","3546427.0","66.32","0.459"
"SWZ","Africa","Eswatini","2021-05-08","18477.0","3.0","671.0","15926.197","578.367","1160164.0","60.19","0.611"
"ETH","Africa","Ethiopia","2021-05-08","262217.0","637.0","3871.0","2280.87","33.672","114963583.0","66.6","0.485"
"GAB","Africa","Gabon","2021-05-08","23432.0","121.0","143.0","10527.791","64.249","2225728.0","66.47","0.703"
"GMB","Africa","Gambia","2021-05-08","5925.0","0.0","175.0","2451.727","72.414","2416664.0","62.05","0.496"
"GHA","Africa","Ghana","2021-05-08","92856.0","0.0","783.0","2988.323","25.199","31072945.0","64.07","0.611"
"GIN","Africa","Guinea","2021-05-08","22602.0","49.0","150.0","1721.035","11.422","13132792.0","61.6","0.477"
"GNB","Africa","Guinea-Bissau","2021-05-08","3739.0","0.0","67.0","1899.9","34.045","1967998.0","58.32","0.48"
"KEN","Africa","Kenya","2021-05-08","163238.0","572.0","2883.0","3035.783","53.616","53771300.0","66.7","0.601"
"LSO","Africa","Lesotho","2021-05-08","10761.0","0.0","319.0","5023.219","148.909","2142252.0","54.33","0.527"
"LBR","Africa","Liberia","2021-05-08","2114.0","0.0","85.0","417.978","16.806","5057677.0","64.1","0.48"
"LBY","Africa","Libya","2021-05-08","179697.0","0.0","3063.0","26151.869","445.768","6871287.0","72.91","0.724"
"MDG","Africa","Madagascar","2021-05-08","38874.0","233.0","716.0","1403.849","25.857","27691019.0","67.04","0.528"
"MWI","Africa","Malawi","2021-05-08","34166.0","8.0","1153.0","1785.995","60.272","19129955.0","64.26","0.483"
"MLI","Africa","Mali","2021-05-08","14082.0","23.0","499.0","695.379","24.641","20250834.0","59.31","0.434"
"MRT","Africa","Mauritania","2021-05-08","18636.0","23.0","456.0","4008.035","98.072","4649660.0","64.92","0.546"
"MUS","Africa","Mauritius","2021-05-08","1240.0","14.0","17.0","975.021","13.367","1271767.0","74.99","0.804"
"MAR","Africa","Morocco","2021-05-08","513628.0","314.0","9064.0","13915.476","245.567","36910558.0","76.68","0.686"
"MOZ","Africa","Mozambique","2021-05-08","70166.0","28.0","821.0","2244.922","26.267","31255435.0","60.85","0.456"
"NAM","Africa","Namibia","2021-05-08","49893.0","341.0","683.0","19635.832","268.801","2540916.0","63.71","0.646"
"NER","Africa","Niger","2021-05-08","5313.0","3.0","192.0","219.485","7.932","24206636.0","62.42","0.394"
"NGA","Africa","Nigeria","2021-05-08","165370.0","30.0","2065.0","802.223","10.017","206139587.0","54.69","0.539"
