"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-03-03","113593.0","163.0","2996.0","2590.429","68.322",,"6.73","0.7"
"AGO","Africa","Angola","2021-03-03","20923.0","41.0","510.0","636.61","15.517",,"3.94",
"BEN","Africa","Benin","2021-03-03","6071.0","637.0","75.0","500.775","6.186",,"0.99","0.6"
"BWA","Africa","Botswana","2021-03-03","30727.0","0.0","332.0","13066.284","141.179",,"4.81","5.7"
"BFA","Africa","Burkina Faso","2021-03-03","12071.0","24.0","143.0","577.469","6.841",,"2.42","1.6"
"BDI","Africa","Burundi","2021-03-03","2240.0","16.0","3.0","188.381","0.252",,"6.05",
"CMR","Africa","Cameroon","2021-03-03","35714.0","0.0","551.0","1345.37","20.757",,"7.2",
"CPV","Africa","Cape Verde","2021-03-03","15558.0","75.0","150.0","27982.618","269.79",,"2.42","2.1"
"CAF","Africa","Central African Republic","2021-03-03","5004.0","0.0","63.0","1036.075","13.044",,"6.1",
"TCD","Africa","Chad","2021-03-03","4056.0","57.0","140.0","246.928","8.523",,"6.1",
"COM","Africa","Comoros","2021-03-03","3580.0","2.0","144.0","4116.859","165.594",,"11.88","4.4"
"COG","Africa","Congo","2021-03-03","8820.0","0.0","128.0","1598.379","23.196",,"7.2","1.7"
"CIV","Africa","Cote d'Ivoire","2021-03-03","33285.0","356.0","194.0","1261.834","7.355",,"2.42",
"COD","Africa","Democratic Republic of Congo","2021-03-03","26247.0","197.0","711.0","293.062","7.939",,"6.1",
"DJI","Africa","Djibouti","2021-03-03","6102.0","13.0","63.0","6176.101","63.765",,"6.05","1.7"
"EGY","Africa","Egypt","2021-03-03","184168.0","577.0","10822.0","1799.668","105.751",,"17.31","0.2"
"GNQ","Africa","Equatorial Guinea","2021-03-03","6210.0","115.0","93.0","4426.277","66.287",,"7.78",
"ERI","Africa","Eritrea","2021-03-03","2892.0","8.0","7.0","815.469","1.974",,"6.05","0.2"
"SWZ","Africa","Eswatini","2021-03-03","17103.0","17.0","652.0","14741.881","561.99",,"3.94","1.7"
"ETH","Africa","Ethiopia","2021-03-03","161974.0","1161.0","2391.0","1408.916","20.798",,"7.47","0.4"
"GAB","Africa","Gabon","2021-03-03","15254.0","405.0","88.0","6853.488","39.538",,"7.2",
"GMB","Africa","Gambia","2021-03-03","4735.0","23.0","151.0","1959.313","62.483",,"1.91","0.7"
"GHA","Africa","Ghana","2021-03-03","84349.0","326.0","611.0","2714.548","19.663",,"4.97","0.3"
"GIN","Africa","Guinea","2021-03-03","16291.0","210.0","92.0","1240.483","7.005",,"2.42",
"GNB","Africa","Guinea-Bissau","2021-03-03","3282.0","11.0","48.0","1667.685","24.39",,"2.42",
"KEN","Africa","Kenya","2021-03-03","106801.0","331.0","1866.0","1986.208","34.703",,"2.92","1.2"
"LSO","Africa","Lesotho","2021-03-03","10521.0","24.0","305.0","4911.187","142.374",,"3.94","0.4"
"LBR","Africa","Liberia","2021-03-03","2017.0","3.0","85.0","398.8","16.806",,"2.42","1.5"
"LBY","Africa","Libya","2021-03-03","135585.0","618.0","2219.0","19732.111","322.938",,"10.43",
"MDG","Africa","Madagascar","2021-03-03","19831.0","0.0","297.0","716.153","10.725",,"3.94",
"MWI","Africa","Malawi","2021-03-03","32229.0","81.0","1056.0","1684.74","55.201",,"3.94","4.4"
"MLI","Africa","Mali","2021-03-03","8446.0","26.0","357.0","417.069","17.629",,"2.42","1.6"
"MRT","Africa","Mauritania","2021-03-03","17252.0","17.0","442.0","3710.379","95.061",,"2.42",
"MUS","Africa","Mauritius","2021-03-03","619.0","0.0","10.0","486.724","7.863",,"22.02","3.2"
"MAR","Africa","Morocco","2021-03-03","484753.0","594.0","8653.0","13133.18","234.432","11.12","7.14","0.8"
"MOZ","Africa","Mozambique","2021-03-03","60395.0","481.0","668.0","1932.304","21.372",,"3.3","5.1"
"NAM","Africa","Namibia","2021-03-03","39297.0","115.0","434.0","15465.682","170.805",,"3.94","9.7"
"NER","Africa","Niger","2021-03-03","4740.0","0.0","172.0","195.814","7.105",,"2.42","0.1"
"NGA","Africa","Nigeria","2021-03-03","156960.0","464.0","1939.0","761.426","9.406",,"2.42","0.6"
"RWA","Africa","Rwanda","2021-03-03","19198.0","87.0","265.0","1482.218","20.46",,"4.28","4.7"
"STP","Africa","Sao Tome and Principe","2021-03-03","1881.0","41.0","30.0","8582.731","136.886",,"2.42",
"SEN","Africa","Senegal","2021-03-03","35037.0","205.0","896.0","2092.519","53.512",,"2.42","0.4"
"SYC","Africa","Seychelles","2021-03-03","2890.0","41.0","13.0","29387.838","132.194",,"10.55","7.1"
"SLE","Africa","Sierra Leone","2021-03-03","3900.0","11.0","79.0","488.907","9.903",,"2.42","8.8"
"SOM","Africa","Somalia","2021-03-03","7727.0","209.0","260.0","486.182","16.359",,"6.05",
"ZAF","Africa","South Africa","2021-03-03","1516262.0","1447.0","50366.0","25565.596","849.218",,"5.52","8.1"
"SSD","Africa","South Sudan","2021-03-03","8305.0","161.0","97.0","741.933","8.666",,"10.43",
"SDN","Africa","Sudan","2021-03-03","30479.0","62.0","1895.0","695.086","43.216",,"15.67",
"TZA","Africa","Tanzania","2021-03-03","509.0","0.0","21.0","8.521","0.352",,"5.75","3.3"
"TGO","Africa","Togo","2021-03-03","7188.0","102.0","85.0","868.248","10.267",,"6.15","0.9"
"TUN","Africa","Tunisia","2021-03-03","235008.0","777.0","8074.0","19884.558","683.159",,"8.52","1.1"
"UGA","Africa","Uganda","2021-03-03","40408.0","13.0","334.0","883.409","7.302",,"2.5","3.4"
"ZMB","Africa","Zambia","2021-03-03","80090.0","533.0","1108.0","4356.516","60.27",,"3.94","3.1"
"ZWE","Africa","Zimbabwe","2021-03-03","36179.0","31.0","1478.0","2434.177","99.442","0.19","1.82","1.6"
"AFG","Asia","Afghanistan","2021-03-03","55770.0","11.0","2446.0","1432.632","62.833",,"9.59",
"ARM","Asia","Armenia","2021-03-03","172816.0","360.0","3202.0","58320.065","1080.576",,"7.11","1.5"
"AZE","Asia","Azerbaijan","2021-03-03","235333.0","319.0","3230.0","23210.271","318.566","3.33","7.11","0.3"
"BHR","Asia","Bahrain","2021-03-03","124269.0","738.0","458.0","73031.407","269.161","17.86","16.52","5.8"
"BGD","Asia","Bangladesh","2021-03-03","547930.0","614.0","8428.0","3327.051","51.175",,"8.38","1.0"
"BTN","Asia","Bhutan","2021-03-03","867.0","0.0","1.0","1123.622","1.296",,"9.75",
"BRN","Asia","Brunei","2021-03-03","187.0","0.0","3.0","427.445","6.857",,"12.79","2.0"
"KHM","Asia","Cambodia","2021-03-03","909.0","31.0",,"54.369",,"0.24","4.0","2.0"
"CHN","Asia","China","2021-03-03","101037.0","24.0","4836.0","70.198","3.36",,"9.74","1.9"
"GEO","Asia","Georgia","2021-03-03","271739.0","360.0","3541.0","68119.097","887.652",,"7.11","5.3"
"HKG","Asia","Hong Kong","2021-03-03",,,,,,"0.69","8.33",
