"country code","continent","country","date","total_cases","new_cases","total deaths","total cases per million","total deaths per million","population","life expectancy","human development index"
"DZA","Africa","Algeria","2021-02-15","110894.0","183.0","2943.0","2528.879","67.114",,"6.73","0.7"
"AGO","Africa","Angola","2021-02-15","20381.0","15.0","493.0","620.119","15.0",,"3.94",
"BEN","Africa","Benin","2021-02-15","5039.0","479.0","62.0","415.649","5.114",,"0.99","0.6"
"BWA","Africa","Botswana","2021-02-15","25802.0","876.0","226.0","10971.987","96.104",,"4.81","5.7"
"BFA","Africa","Burkina Faso","2021-02-15","11630.0","42.0","138.0","556.372","6.602",,"2.42","1.6"
"BDI","Africa","Burundi","2021-02-15","1849.0","25.0","3.0","155.499","0.252",,"6.05",
"CMR","Africa","Cameroon","2021-02-15","32098.0","0.0","479.0","1209.153","18.044",,"7.2",
"CPV","Africa","Cape Verde","2021-02-15","14761.0","20.0","139.0","26549.134","250.005",,"2.42","2.1"
"CAF","Africa","Central African Republic","2021-02-15","4996.0","0.0","63.0","1034.419","13.044",,"6.1",
"TCD","Africa","Chad","2021-02-15","3664.0","19.0","131.0","223.063","7.975",,"6.1",
"COM","Africa","Comoros","2021-02-15","3358.0","24.0","132.0","3861.568","151.795",,"11.88","4.4"
"COG","Africa","Congo","2021-02-15","8419.0","0.0","123.0","1525.709","22.29",,"7.2","1.7"
"CIV","Africa","Cote d'Ivoire","2021-02-15","31235.0","95.0","175.0","1184.118","6.634",,"2.42",
"COD","Africa","Democratic Republic of Congo","2021-02-15","24386.0","91.0","693.0","272.282","7.738",,"6.1",
"DJI","Africa","Djibouti","2021-02-15","5980.0","9.0","63.0","6052.619","63.765",,"6.05","1.7"
"EGY","Africa","Egypt","2021-02-15","174426.0","613.0","10050.0","1704.471","98.207",,"17.31","0.2"
"GNQ","Africa","Equatorial Guinea","2021-02-15","5694.0","0.0","87.0","4058.49","62.011",,"7.78",
"ERI","Africa","Eritrea","2021-02-15","2566.0","137.0","7.0","723.545","1.974",,"6.05","0.2"
"SWZ","Africa","Eswatini","2021-02-15","16576.0","41.0","634.0","14287.635","546.474",,"3.94","1.7"
"ETH","Africa","Ethiopia","2021-02-15","147825.0","733.0","2209.0","1285.842","19.215",,"7.47","0.4"
"GAB","Africa","Gabon","2021-02-15","12865.0","288.0","75.0","5780.131","33.697",,"7.2",
"GMB","Africa","Gambia","2021-02-15","4414.0","0.0","138.0","1826.485","57.104",,"1.91","0.7"
"GHA","Africa","Ghana","2021-02-15","76492.0","656.0","542.0","2461.691","17.443",,"4.97","0.3"
"GIN","Africa","Guinea","2021-02-15","14967.0","0.0","85.0","1139.666","6.472",,"2.42",
"GNB","Africa","Guinea-Bissau","2021-02-15","2924.0","0.0","46.0","1485.774","23.374",,"2.42",
"KEN","Africa","Kenya","2021-02-15","103014.0","147.0","1795.0","1915.78","33.382",,"2.92","1.2"
"LSO","Africa","Lesotho","2021-02-15","10254.0","289.0","243.0","4786.552","113.432",,"3.94","0.4"
"LBR","Africa","Liberia","2021-02-15","1985.0","29.0","85.0","392.473","16.806",,"2.42","1.5"
"LBY","Africa","Libya","2021-02-15","127705.0","351.0","2042.0","18585.31","297.179",,"10.43",
"MDG","Africa","Madagascar","2021-02-15","19598.0","0.0","292.0","707.738","10.545",,"3.94",
"MWI","Africa","Malawi","2021-02-15","29181.0","146.0","958.0","1525.409","50.079",,"3.94","4.4"
"MLI","Africa","Mali","2021-02-15","8235.0","6.0","342.0","406.65","16.888",,"2.42","1.6"
"MRT","Africa","Mauritania","2021-02-15","16996.0","22.0","430.0","3655.321","92.48",,"2.42",
"MUS","Africa","Mauritius","2021-02-15","601.0","6.0","10.0","472.571","7.863",,"22.02","3.2"
"MAR","Africa","Morocco","2021-02-15","478595.0","121.0","8491.0","12966.344","230.043",,"7.14","0.8"
"MOZ","Africa","Mozambique","2021-02-15","50691.0","426.0","547.0","1621.83","17.501",,"3.3","5.1"
"NAM","Africa","Namibia","2021-02-15","36225.0","273.0","389.0","14256.67","153.094",,"3.94","9.7"
"NER","Africa","Niger","2021-02-15","4702.0","7.0","169.0","194.244","6.982",,"2.42","0.1"
"NGA","Africa","Nigeria","2021-02-15","146928.0","744.0","1761.0","712.76","8.543",,"2.42","0.6"
"RWA","Africa","Rwanda","2021-02-15","17484.0","141.0","239.0","1349.886","18.452",,"4.28","4.7"
"STP","Africa","Sao Tome and Principe","2021-02-15","1482.0","0.0","19.0","6762.152","86.694",,"2.42",
"SEN","Africa","Senegal","2021-02-15","31275.0","268.0","754.0","1867.841","45.031",,"2.42","0.4"
"SYC","Africa","Seychelles","2021-02-15","1910.0","18.0","8.0","19422.412","81.35",,"10.55","7.1"
"SLE","Africa","Sierra Leone","2021-02-15","3823.0","2.0","79.0","479.254","9.903",,"2.42","8.8"
"SOM","Africa","Somalia","2021-02-15","5273.0","90.0","154.0","331.777","9.69",,"6.05",
"ZAF","Africa","South Africa","2021-02-15","1492909.0","1102.0","48094.0","25171.842","810.91",,"5.52","8.1"
"SSD","Africa","South Sudan","2021-02-15","5562.0","149.0","77.0","496.885","6.879",,"10.43",
"SDN","Africa","Sudan","2021-02-15","29933.0","0.0","1858.0","682.634","42.372",,"15.67",
"TZA","Africa","Tanzania","2021-02-15","509.0","0.0","21.0","8.521","0.352",,"5.75","3.3"
"TGO","Africa","Togo","2021-02-15","5882.0","8.0","81.0","710.495","9.784",,"6.15","0.9"
"TUN","Africa","Tunisia","2021-02-15","223549.0","305.0","7575.0","18914.987","640.938",,"8.52","1.1"
"UGA","Africa","Uganda","2021-02-15","40055.0","36.0","328.0","875.691","7.171",,"2.5","3.4"
"ZMB","Africa","Zambia","2021-02-15","70248.0","811.0","959.0","3821.158","52.165",,"3.94","3.1"
"ZWE","Africa","Zimbabwe","2021-02-15","35222.0","50.0","1410.0","2369.789","94.867",,"1.82","1.6"
"AFG","Asia","Afghanistan","2021-02-15","55514.0","22.0","2427.0","1426.056","62.345",,"9.59",
"ARM","Asia","Armenia","2021-02-15","169255.0","88.0","3147.0","57118.338","1062.015",,"7.11","1.5"
"AZE","Asia","Azerbaijan","2021-02-15","232197.0","74.0","3183.0","22900.976","313.931",,"7.11","0.3"
"BHR","Asia","Bahrain","2021-02-15","113590.0","848.0","406.0","66755.486","238.601",,"16.52","5.8"
